"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"ディジタルメディアプロ"	"3652"	"東マ"	"▲"	"4,600.0"	"15:00"	"+30.0"	"+0.66%"	"37,000"
"モルフォ"	"3653"	"東マ"	"▲"	"2,369.0"	"15:00"	"-1.0"	"-0.04%"	"27,000"
"ブレインパッド"	"3655"	"東１"	"▲"	"6,200.0"	"15:00"	"+300.0"	"+5.08%"	"376,000"
"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"ＫＬａｂ"	"3656"	"東１"	"▲"	"824.0"	"15:00"	"-9.0"	"-1.08%"	"2,593,100"
"ポールトゥウィン・ピットクル"	"3657"	"東１"	"▼"	"1,005.0"	"15:00"	"+7.0"	"+0.70%"	"97,700"
"イーブックイニシアティブ"	"3658"	"東１"	"▲"	"1,680.0"	"15:00"	"-2.0"	"-0.12%"	"70,300"
"ネクソン"	"3659"	"東１"	"▼"	"1,596.0"	"15:00"	"-4.0"	"-0.25%"	"1,931,900"
"アイスタイル"	"3660"	"東１"	"▼"	"792.0"	"15:00"	"-15.0"	"-1.86%"	"618,300"
"エムアップ"	"3661"	"東１"	"▼"	"2,493.0"	"15:00"	"-52.0"	"-2.04%"	"327,500"
"エイチーム"	"3662"	"東１"	"▲"	"1,659.0"	"15:00"	"-31.0"	"-1.83%"	"148,300"
"アートスパークＨＤ"	"3663"	"東２"	"▼"	"640.0"	"15:00"	"-3.0"	"-0.47%"	"63,500"
"モブキャストＨＬＤＧＳ"	"3664"	"東マ"	"▲"	"300.0"	"15:00"	"+1.0"	"+0.33%"	"209,200"
"エニグモ"	"3665"	"東１"	"▲"	"2,954.0"	"15:00"	"+32.0"	"+1.10%"	"150,600"
"テクノスジャパン"	"3666"	"東１"	"▼"	"668.0"	"15:00"	"-4.0"	"-0.60%"	"47,700"
"ｅｎｉｓｈ"	"3667"	"東１"	"▼"	"535.0"	"15:00"	"-4.0"	"-0.74%"	"443,200"
"コロプラ"	"3668"	"東１"	"▼"	"675.0"	"15:00"	"-8.0"	"-1.17%"	"339,500"
"協立情報通信"	"3670"	"ＪＱ"	"▲"	"1,922.0"	"15:00"	"-6.0"	"-0.31%"	"1,500"
"ソフトマックス"	"3671"	"東マ"	"▲"	"2,261.0"	"15:00"	"+34.0"	"+1.53%"	"6,200"
"オルトプラス"	"3672"	"東１"	"▼"	"282.0"	"15:00"	"-1.0"	"-0.35%"	"121,400"
"ブロードリーフ"	"3673"	"東１"	"▼"	"571.0"	"15:00"	"+1.0"	"+0.18%"	"256,500"
"オークファン"	"3674"	"東マ"	"▼"	"1,031.0"	"15:00"	"-25.0"	"-2.37%"	"235,100"
"クロス・マーケティングＧ"	"3675"	"東１"	"▲"	"399.0"	"15:00"	"-4.0"	"-0.99%"	"70,200"
"デジタルハーツＨＬＤＧＳ"	"3676"	"東１"	"▲"	"1,249.0"	"15:00"	"-7.0"	"-0.56%"	"76,800"
"システム情報"	"3677"	"東１"	"▲"	"926.0"	"15:00"	"+4.0"	"+0.43%"	"327,900"
"メディアドゥＨＬＤＧＳ"	"3678"	"東１"	"▲"	"2,965.0"	"15:00"	"-55.0"	"-1.82%"	"77,300"
"じげん"	"3679"	"東１"	"▲"	"577.0"	"15:00"	"+21.0"	"+3.78%"	"1,111,400"
"ホットリンク"	"3680"	"東マ"	"▲"	"393.0"	"15:00"	"+4.0"	"+1.03%"	"412,800"
"ブイキューブ"	"3681"	"東１"	"▼"	"518.0"	"15:00"	"-1.0"	"-0.19%"	"82,200"
"エンカレッジ・テクノロジ"	"3682"	"東１"	"▼"	"1,071.0"	"15:00"	"-29.0"	"-2.64%"	"71,600"
"サイバーリンクス"	"3683"	"東１"	"▼"	"1,052.0"	"15:00"	"-17.0"	"-1.59%"	"4,300"
"ディー・エル・イー"	"3686"	"東１"	"▲"	"136.0"	"15:00"	"0.0"	"0.00%"	"264,100"
"フィックスターズ"	"3687"	"東１"	"▲"	"1,463.0"	"15:00"	"+38.0"	"+2.67%"	"600,800"
"ＣＡＲＴＡＨＯＬＤＩＮＧＳ"	"3688"	"東１"	"▼"	"1,191.0"	"15:00"	"+21.0"	"+1.79%"	"166,300"
"イグニス"	"3689"	"東マ"	"▼"	"1,297.0"	"15:00"	"+10.0"	"+0.78%"	"40,100"
"ロックオン"	"3690"	"東マ"	"▼"	"1,490.0"	"15:00"	"+48.0"	"+3.33%"	"7,900"
"リアルワールド"	"3691"	"東マ"	"▲"	"733.0"	"14:27"	"+1.0"	"+0.14%"	"3,800"
"ＦＦＲＩ"	"3692"	"東マ"	"▼"	"3,225.0"	"15:00"	"+55.0"	"+1.74%"	"51,300"
"イー・カムトゥルー"	"3693"	"東マ"	""	"360.0"	"  :  "	"0.0"	"0.00%"	"0"
"オプティム"	"3694"	"東１"	"▼"	"2,099.0"	"15:00"	"+15.0"	"+0.72%"	"70,500"
"ＧＭＯリサーチ"	"3695"	"東マ"	"▼"	"1,706.0"	"15:00"	"-7.0"	"-0.41%"	"1,600"
"セレス"	"3696"	"東１"	"▲"	"2,110.0"	"15:00"	"+39.0"	"+1.88%"	"100,100"
"ＳＨＩＦＴ"	"3697"	"東マ"	"▲"	"6,090.0"	"15:00"	"+20.0"	"+0.33%"	"68,700"
"ＣＲＩ・ミドルウェア"	"3698"	"東マ"	"▲"	"3,450.0"	"15:00"	"-40.0"	"-1.15%"	"139,000"
"特種東海製紙"	"3708"	"東１"	"▼"	"4,100.0"	"15:00"	"-10.0"	"-0.24%"	"5,100"
"ジョルダン"	"3710"	"ＪＱ"	"▲"	"1,719.0"	"15:00"	"+48.0"	"+2.87%"	"167,600"
"創通"	"3711"	"ＪＱ"	"▼"	"2,041.0"	"15:00"	"-39.0"	"-1.88%"	"600"
"情報企画"	"3712"	"東２"	"▼"	"1,948.0"	"14:27"	"+22.0"	"+1.14%"	"500"
"ジェクシード"	"3719"	"ＪＱ"	"▲"	"116.0"	"15:00"	"-1.0"	"-0.85%"	"145,900"
"日本ファルコム"	"3723"	"東マ"	"▼"	"1,496.0"	"15:00"	"+19.0"	"+1.29%"	"83,100"
"フォーシーズホールディング"	"3726"	"東２"	"▼"	"502.0"	"15:00"	"0.0"	"0.00%"	"1,600"
"アプリックス"	"3727"	"東マ"	"▼"	"179.0"	"15:00"	"+1.0"	"+0.56%"	"544,300"
"ソフトウェア・サービス"	"3733"	"ＪＱ"	"▼"	"9,890.0"	"15:00"	"+40.0"	"+0.41%"	"900"
"ティーガイア"	"3738"	"東１"	"▼"	"1,806.0"	"15:00"	"+9.0"	"+0.50%"	"247,000"
"セック"	"3741"	"東１"	"▼"	"3,550.0"	"15:00"	"-15.0"	"-0.42%"	"39,800"
"サイオス"	"3744"	"東２"	"▼"	"489.0"	"15:00"	"-18.0"	"-3.55%"	"89,500"
"インタートレード"	"3747"	"東２"	"▼"	"266.0"	"15:00"	"-1.0"	"-0.37%"	"5,100"
"ＦＲＡＣＴＡＬＥ"	"3750"	"東２"	"▼"	"506.0"	"15:00"	"-3.0"	"-0.59%"	"17,700"
"日本アジアグループ"	"3751"	"東１"	"▼"	"354.0"	"15:00"	"+8.0"	"+2.31%"	"118,100"
"フライトホールディングス"	"3753"	"東２"	"▼"	"826.0"	"15:00"	"+11.0"	"+1.35%"	"107,700"
"豆蔵ホールディングス"	"3756"	"東１"	"▼"	"1,096.0"	"15:00"	"-3.0"	"-0.27%"	"120,900"
"アエリア"	"3758"	"ＪＱ"	"▼"	"610.0"	"15:00"	"+2.0"	"+0.33%"	"279,000"
"ケイブ"	"3760"	"ＪＱ"	"▲"	"870.0"	"15:00"	"+13.0"	"+1.52%"	"104,400"
"テクマトリックス"	"3762"	"東１"	"▼"	"1,978.0"	"15:00"	"+86.0"	"+4.55%"	"198,400"
"プロシップ"	"3763"	"東１"	"▼"	"1,184.0"	"15:00"	"-10.0"	"-0.84%"	"8,800"
"ガンホー・オンライン・エンター"	"3765"	"東１"	"▼"	"347.0"	"15:00"	"-11.0"	"-3.07%"	"8,654,300"
"システムズ・デザイン"	"3766"	"ＪＱ"	"▼"	"594.0"	"15:00"	"0.0"	"0.00%"	"7,200"
"リスクモンスター"	"3768"	"東２"	"▼"	"1,212.0"	"15:00"	"-9.0"	"-0.74%"	"3,500"
"ＧＭＯペイメントゲートウェイ"	"3769"	"東１"	"▼"	"8,770.0"	"15:00"	"+30.0"	"+0.34%"	"464,800"
"ザッパラス"	"3770"	"東１"	"▼"	"419.0"	"15:00"	"-6.0"	"-1.41%"	"14,800"
"システムリサーチ"	"3771"	"東１"	"▲"	"2,625.0"	"15:00"	"-7.0"	"-0.27%"	"8,100"
"ウェルス・マネジメント"	"3772"	"東２"	"▼"	"1,338.0"	"15:00"	"+8.0"	"+0.60%"	"7,400"
"アドバンスト・メディア"	"3773"	"東マ"	"▼"	"1,465.0"	"15:00"	"-26.0"	"-1.74%"	"162,400"
"インターネットイニシアティブ"	"3774"	"東１"	"▲"	"2,243.0"	"15:00"	"-39.0"	"-1.71%"	"82,100"
"ブロードバンドタワー"	"3776"	"ＪＱ"	"▲"	"285.0"	"15:00"	"+7.0"	"+2.52%"	"1,034,600"
"ＦＨＴホールディングス"	"3777"	"ＪＱ"	"▼"	"46.0"	"15:00"	"0.0"	"0.00%"	"189,700"
"さくらインターネット"	"3778"	"東１"	"▼"	"538.0"	"15:00"	"+1.0"	"+0.19%"	"169,600"
"ジェイ・エスコムＨＬＤＧＳ"	"3779"	"ＪＱ"	"▼"	"101.0"	"15:00"	"-4.0"	"-3.81%"	"277,700"
"ディー・ディー・エス"	"3782"	"東マ"	"▲"	"342.0"	"15:00"	"+6.0"	"+1.79%"	"169,000"
"ヴィンクス"	"3784"	"東１"	"▲"	"1,101.0"	"15:00"	"-4.0"	"-0.36%"	"114,300"
"テクノマセマティカル"	"3787"	"東２"	"▼"	"1,022.0"	"15:00"	"-21.0"	"-2.01%"	"1,900"
"ＧＭＯクラウド"	"3788"	"東１"	"▲"	"4,170.0"	"15:00"	"-225.0"	"-5.12%"	"205,300"
"ＩＧポート"	"3791"	"ＪＱ"	"▲"	"1,467.0"	"15:00"	"+14.0"	"+0.96%"	"2,300"
"ドリコム"	"3793"	"東マ"	"▼"	"476.0"	"15:00"	"-12.0"	"-2.46%"	"115,900"
"エヌ・デーソフトウェア"	"3794"	"東２"	"▲"	"1,693.0"	"13:17"	"+2.0"	"+0.12%"	"100"
"いい生活"	"3796"	"東２"	"▲"	"360.0"	"15:00"	"+11.0"	"+3.15%"	"5,300"
"ＵＬＳグループ"	"3798"	"ＪＱ"	"▼"	"1,869.0"	"15:00"	"+10.0"	"+0.54%"	"20,200"
"キーウェアソリューションズ"	"3799"	"東２"	"▼"	"517.0"	"15:00"	"-4.0"	"-0.77%"	"19,800"
"ユニリタ"	"3800"	"ＪＱ"	"▲"	"1,613.0"	"15:00"	"-13.0"	"-0.80%"	"2,200"
"イメージ情報開発"	"3803"	"ＪＱ"	"▼"	"606.0"	"15:00"	"-2.0"	"-0.33%"	"2,300"
"システムディ"	"3804"	"ＪＱ"	"▼"	"612.0"	"15:00"	"-11.0"	"-1.77%"	"21,900"
"フィスコ"	"3807"	"ＪＱ"	"▼"	"188.0"	"15:00"	"-3.0"	"-1.57%"	"421,700"
"サイバーステップ"	"3810"	"東２"	"▼"	"1,058.0"	"15:00"	"+17.0"	"+1.63%"	"295,500"
"アルファクス・フード・システム"	"3814"	"ＪＱ"	"▲"	"1,504.0"	"15:00"	"+22.0"	"+1.48%"	"7,800"
"メディア工房"	"3815"	"東マ"	"▲"	"347.0"	"15:00"	"-3.0"	"-0.86%"	"11,400"
"大和コンピューター"	"3816"	"ＪＱ"	"▼"	"1,201.0"	"15:00"	"+1.0"	"+0.08%"	"1,300"
"ＳＲＡホールディングス"	"3817"	"東１"	"▼"	"2,407.0"	"15:00"	"-11.0"	"-0.45%"	"16,900"
"ＭＩＮＯＲＩソリューションズ"	"3822"	"東１"	"▼"	"1,607.0"	"15:00"	"-43.0"	"-2.61%"	"3,400"
"アクロディア"	"3823"	"東２"	"▼"	"288.0"	"15:00"	"-31.0"	"-9.72%"	"1,629,800"
"リミックスポイント"	"3825"	"東２"	"▲"	"320.0"	"15:00"	"-3.0"	"-0.93%"	"956,200"
"システムインテグレータ"	"3826"	"東１"	"▼"	"665.0"	"15:00"	"-5.0"	"-0.75%"	"167,300"
"ジャパンインベストＧＲＰ"	"3827"	"東マ"	""	"-"	"  :  "	""	""	"0"
"朝日ネット"	"3834"	"東１"	"▼"	"597.0"	"15:00"	"-22.0"	"-3.55%"	"140,300"
"ｅＢＡＳＥ"	"3835"	"東１"	"▼"	"1,080.0"	"15:00"	"-7.0"	"-0.64%"	"29,300"
"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"アバント"	"3836"	"東１"	"▼"	"1,631.0"	"15:00"	"+71.0"	"+4.55%"	"125,700"
"アドソル日進"	"3837"	"東１"	"▲"	"1,667.0"	"15:00"	"+6.0"	"+0.36%"	"29,600"
"ＯＤＫソリューションズ"	"3839"	"ＪＱ"	"▼"	"524.0"	"15:00"	"+5.0"	"+0.96%"	"29,700"
"パス"	"3840"	"東２"	"▼"	"134.0"	"15:00"	"0.0"	"0.00%"	"104,300"
"ジーダット"	"3841"	"ＪＱ"	"▲"	"1,072.0"	"15:00"	"-5.0"	"-0.46%"	"1,600"
"ネクストジェン"	"3842"	"ＪＱ"	"▲"	"1,673.0"	"15:00"	"-23.0"	"-1.36%"	"15,200"
"フリービット"	"3843"	"東１"	"▼"	"1,121.0"	"15:00"	"-15.0"	"-1.32%"	"165,200"
"コムチュア"	"3844"	"東１"	"▲"	"3,815.0"	"15:00"	"+65.0"	"+1.73%"	"144,500"
"アイフリークモバイル"	"3845"	"ＪＱ"	"▼"	"188.0"	"15:00"	"+2.0"	"+1.08%"	"279,800"
"パシフィックシステム"	"3847"	"ＪＱ"	"▲"	"3,170.0"	"14:37"	"-40.0"	"-1.25%"	"1,200"
"データ・アプリケーション"	"3848"	"ＪＱ"	"▲"	"1,895.0"	"15:00"	"-5.0"	"-0.26%"	"800"
"ＮＴＴデータイントラマート"	"3850"	"東２"	"▲"	"3,265.0"	"15:00"	"+65.0"	"+2.03%"	"19,400"
"日本一ソフトウェア"	"3851"	"ＪＱ"	"▲"	"1,510.0"	"15:00"	"+15.0"	"+1.00%"	"96,700"
"サイバーコム"	"3852"	"東１"	"▼"	"2,148.0"	"15:00"	"+3.0"	"+0.14%"	"44,100"
"アステリア"	"3853"	"東１"	"▲"	"798.0"	"15:00"	"+4.0"	"+0.50%"	"97,500"
"アイル"	"3854"	"東２"	"▼"	"1,075.0"	"15:00"	"0.0"	"0.00%"	"21,100"
"Ａｂａｌａｎｃｅ"	"3856"	"東２"	"▲"	"579.0"	"15:00"	"-1.0"	"-0.17%"	"24,500"
"ラック"	"3857"	"ＪＱ"	"▼"	"1,571.0"	"15:00"	"-24.0"	"-1.50%"	"132,600"
"ユビキタスＡＩ"	"3858"	"ＪＱ"	"▼"	"836.0"	"15:00"	"+2.0"	"+0.24%"	"93,700"
"王子ホールディングス"	"3861"	"東１"	"▲"	"666.0"	"15:00"	"-1.0"	"-0.15%"	"2,011,400"
"日本製紙"	"3863"	"東１"	"▼"	"2,204.0"	"15:00"	"+13.0"	"+0.59%"	"360,000"
"三菱製紙"	"3864"	"東１"	"▼"	"563.0"	"15:00"	"-6.0"	"-1.05%"	"47,800"
"北越コーポレーション"	"3865"	"東１"	"▼"	"606.0"	"15:00"	"+1.0"	"+0.17%"	"239,100"
"中越パルプ"	"3877"	"東１"	"▼"	"1,402.0"	"15:00"	"+13.0"	"+0.94%"	"6,300"
"巴川製紙"	"3878"	"東１"	"▼"	"1,021.0"	"15:00"	"-13.0"	"-1.26%"	"6,900"
"大王製紙"	"3880"	"東１"	"▼"	"1,284.0"	"15:00"	"+7.0"	"+0.55%"	"109,500"
"ニッポン高度紙工業"	"3891"	"ＪＱ"	"▲"	"1,572.0"	"15:00"	"-70.0"	"-4.26%"	"13,600"
"岡山製紙"	"3892"	"ＪＱ"	"▲"	"801.0"	"15:00"	"+6.0"	"+0.75%"	"13,100"
"ハビックス"	"3895"	"ＪＱ"	"▼"	"658.0"	"15:00"	"-4.0"	"-0.60%"	"12,700"
"阿波製紙"	"3896"	"東１"	"▼"	"477.0"	"15:00"	"+3.0"	"+0.63%"	"6,300"
"クラウドワークス"	"3900"	"東マ"	"▼"	"1,670.0"	"15:00"	"-19.0"	"-1.12%"	"97,100"
"マークラインズ"	"3901"	"東１"	"▼"	"1,574.0"	"15:00"	"+12.0"	"+0.77%"	"50,100"
"メディカル・データ・ビジ"	"3902"	"東１"	"▲"	"1,010.0"	"15:00"	"+8.0"	"+0.80%"	"106,500"
"ｇｕｍｉ"	"3903"	"東１"	"▼"	"623.0"	"15:00"	"-17.0"	"-2.66%"	"487,400"
"カヤック"	"3904"	"東マ"	"▲"	"708.0"	"15:00"	"-14.0"	"-1.94%"	"22,900"
"データセクション"	"3905"	"東マ"	"▼"	"651.0"	"15:00"	"+2.0"	"+0.31%"	"65,300"
"ＡＬＢＥＲＴ"	"3906"	"東マ"	"▼"	"13,020.0"	"15:00"	"+280.0"	"+2.20%"	"142,600"
"シリコンスタジオ"	"3907"	"東マ"	"▼"	"2,136.0"	"15:00"	"+118.0"	"+5.85%"	"431,100"
"コラボス"	"3908"	"東マ"	"▼"	"713.0"	"15:00"	"+4.0"	"+0.56%"	"13,200"
"ショーケース"	"3909"	"東１"	"▼"	"667.0"	"15:00"	"-16.0"	"-2.34%"	"43,700"
"エムケイシステム"	"3910"	"ＪＱ"	"▲"	"530.0"	"15:00"	"+7.0"	"+1.34%"	"10,300"
"Ａｉｍｉｎｇ"	"3911"	"東マ"	"▼"	"341.0"	"15:00"	"-2.0"	"-0.58%"	"266,800"
"モバイルファクトリー"	"3912"	"東１"	"▲"	"1,531.0"	"15:00"	"+18.0"	"+1.19%"	"243,500"
"ｓＭｅｄｉｏ"	"3913"	"東マ"	"▼"	"841.0"	"15:00"	"-7.0"	"-0.83%"	"8,400"
"ＪＩＧ－ＳＡＷ"	"3914"	"東マ"	"▲"	"2,971.0"	"15:00"	"-16.0"	"-0.54%"	"24,100"
"テラスカイ"	"3915"	"東１"	"▼"	"1,878.0"	"15:00"	"-4.0"	"-0.21%"	"33,000"
"デジタル・インフォメーション"	"3916"	"東１"	"▲"	"1,519.0"	"15:00"	"+33.0"	"+2.22%"	"67,900"
"アイリッジ"	"3917"	"東マ"	"▲"	"836.0"	"15:00"	"-6.0"	"-0.71%"	"55,100"
"ＰＣＩホールディングス"	"3918"	"東１"	"▼"	"2,381.0"	"15:00"	"+28.0"	"+1.19%"	"13,900"
"パイプドＨＤ"	"3919"	"東１"	"▼"	"1,176.0"	"15:00"	"+59.0"	"+5.28%"	"379,100"
"アイビーシー"	"3920"	"東１"	"▼"	"1,273.0"	"15:00"	"-12.0"	"-0.93%"	"82,200"
"ネオジャパン"	"3921"	"東１"	"▲"	"912.0"	"15:00"	"-6.0"	"-0.65%"	"18,600"
"ＰＲＴＩＭＥＳ"	"3922"	"東１"	"▼"	"2,350.0"	"15:00"	"-15.0"	"-0.63%"	"19,900"
"ラクス"	"3923"	"東マ"	"▲"	"1,936.0"	"15:00"	"-4.0"	"-0.21%"	"111,300"
"ランドコンピュータ"	"3924"	"東１"	"▲"	"1,150.0"	"15:00"	"+3.0"	"+0.26%"	"4,800"
"ダブルスタンダード"	"3925"	"東１"	"▲"	"5,100.0"	"15:00"	"+100.0"	"+2.00%"	"47,100"
"オープンドア"	"3926"	"東１"	"▼"	"3,195.0"	"15:00"	"+55.0"	"+1.75%"	"85,200"
"フーバーブレイン"	"3927"	"東マ"	"▼"	"938.0"	"15:00"	"-4.0"	"-0.42%"	"38,800"
"マイネット"	"3928"	"東１"	"▼"	"945.0"	"15:00"	"-8.0"	"-0.84%"	"67,900"
"ソーシャルワイヤー"	"3929"	"東マ"	"▼"	"859.0"	"15:00"	"-23.0"	"-2.61%"	"52,400"
"はてな"	"3930"	"東マ"	"▼"	"4,005.0"	"15:00"	"-55.0"	"-1.35%"	"95,900"
"バリューゴルフ"	"3931"	"東マ"	"▲"	"1,283.0"	"14:47"	"-10.0"	"-0.77%"	"3,400"
"アカツキ"	"3932"	"東１"	"▲"	"5,100.0"	"15:00"	"-500.0"	"-8.93%"	"889,800"
"チエル"	"3933"	"ＪＱ"	"▲"	"769.0"	"15:00"	"-20.0"	"-2.53%"	"28,800"
"ベネフィットジャパン"	"3934"	"東１"	"▲"	"919.0"	"15:00"	"+19.0"	"+2.11%"	"21,800"
"エディア"	"3935"	"東マ"	"▼"	"420.0"	"15:00"	"-11.0"	"-2.55%"	"55,700"
"グローバルウェイ"	"3936"	"東マ"	"▲"	"2,021.0"	"14:56"	"-122.0"	"-5.69%"	"1,400"
"ＵＢＩＣＯＭホールディングス"	"3937"	"東１"	"▼"	"1,488.0"	"15:00"	"+28.0"	"+1.92%"	"208,300"
"ＬＩＮＥ"	"3938"	"東１"	"▼"	"3,735.0"	"15:00"	"-70.0"	"-1.84%"	"834,400"
"カナミックネットワーク"	"3939"	"東１"	"▲"	"1,936.0"	"15:00"	"+7.0"	"+0.36%"	"34,700"
"ノムラシステムコーポレーション"	"3940"	"東１"	"▲"	"775.0"	"15:00"	"+1.0"	"+0.13%"	"24,800"
"レンゴー"	"3941"	"東１"	"▲"	"977.0"	"15:00"	"0.0"	"0.00%"	"671,000"
"古林紙工"	"3944"	"東２"	"▼"	"2,491.0"	"12:32"	"0.0"	"0.00%"	"300"
"スーパーバツグ"	"3945"	"東２"	"▼"	"1,381.0"	"12:30"	"-18.0"	"-1.29%"	"4,800"
"トーモク"	"3946"	"東１"	"▼"	"1,769.0"	"15:00"	"+6.0"	"+0.34%"	"14,700"
"ダイナパック"	"3947"	"東２"	""	"1,474.0"	"14:27"	"0.0"	"0.00%"	"100"
"光ビジネスフオーム"	"3948"	"ＪＱ"	"▼"	"406.0"	"15:00"	"-7.0"	"-1.69%"	"6,000"
"ザ・パック"	"3950"	"東１"	"▼"	"3,580.0"	"15:00"	"+30.0"	"+0.85%"	"10,400"
"朝日印刷"	"3951"	"東２"	"▲"	"1,068.0"	"15:00"	"0.0"	"0.00%"	"800"
"大村紙業"	"3953"	"ＪＱ"	"▼"	"1,019.0"	"15:00"	"-3.0"	"-0.29%"	"2,300"
"昭和パックス"	"3954"	"ＪＱ"	"▲"	"1,705.0"	"14:06"	"+1.0"	"+0.06%"	"700"
"イムラ封筒"	"3955"	"東２"	"▲"	"615.0"	"15:00"	"0.0"	"0.00%"	"10,900"
"国際チャート"	"3956"	"ＪＱ"	"▲"	"343.0"	"15:00"	"-3.0"	"-0.87%"	"32,900"
"バリューデザイン"	"3960"	"東マ"	"▼"	"2,478.0"	"15:00"	"+41.0"	"+1.68%"	"10,900"
"シルバーエッグ・テクノロジ"	"3961"	"東マ"	"▲"	"1,358.0"	"15:00"	"-10.0"	"-0.73%"	"11,000"
"チェンジ"	"3962"	"東１"	"▼"	"3,770.0"	"15:00"	"+80.0"	"+2.17%"	"95,400"
"シンクロ・フード"	"3963"	"東１"	"▼"	"557.0"	"15:00"	"-10.0"	"-1.76%"	"46,800"
"オークネット"	"3964"	"東１"	"▲"	"1,262.0"	"15:00"	"-5.0"	"-0.39%"	"5,700"
"キャピタル・アセット・プラン"	"3965"	"東２"	"▲"	"1,370.0"	"15:00"	"-83.0"	"-5.71%"	"91,800"
"ユーザベース"	"3966"	"東マ"	"▼"	"3,020.0"	"15:00"	"-55.0"	"-1.79%"	"66,400"
"エルテス"	"3967"	"東マ"	"▲"	"1,513.0"	"15:00"	"-30.0"	"-1.94%"	"32,700"
"セグエグループ"	"3968"	"東２"	"▲"	"1,436.0"	"15:00"	"-6.0"	"-0.42%"	"25,000"
"エイトレッド"	"3969"	"東１"	"▼"	"1,468.0"	"15:00"	"+2.0"	"+0.14%"	"69,200"
"イノベーション"	"3970"	"東マ"	"▼"	"777.0"	"15:00"	"-2.0"	"-0.26%"	"100"
"ティビィシィ・スキヤツト"	"3974"	"ＪＱ"	"▼"	"1,264.0"	"15:00"	"+6.0"	"+0.48%"	"1,200"
"ＡＯＩＴＹＯＨＯＬＤＩＮＧＳ"	"3975"	"東１"	"▼"	"762.0"	"15:00"	"0.0"	"0.00%"	"74,600"
"シャノン"	"3976"	"東マ"	"▼"	"1,340.0"	"14:58"	"+38.0"	"+2.92%"	"2,500"
"マクロミル"	"3978"	"東１"	"▲"	"1,271.0"	"15:00"	"-31.0"	"-2.38%"	"301,700"
"うるる"	"3979"	"東マ"	"▲"	"1,994.0"	"15:00"	"-14.0"	"-0.70%"	"32,300"
"ビーグリー"	"3981"	"東１"	"▼"	"1,004.0"	"15:00"	"-6.0"	"-0.59%"	"26,100"
"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"オロ"	"3983"	"東１"	"▲"	"6,840.0"	"15:00"	"-40.0"	"-0.58%"	"44,000"
"ユーザーローカル"	"3984"	"東マ"	"▲"	"4,410.0"	"15:00"	"+10.0"	"+0.23%"	"2,600"
"テモナ"	"3985"	"東１"	"▼"	"570.0"	"15:00"	"+3.0"	"+0.53%"	"86,600"
"ビーブレイクシステムズ"	"3986"	"東マ"	"▲"	"1,661.0"	"14:58"	"+43.0"	"+2.66%"	"700"
"エコモット"	"3987"	"東マ"	"▲"	"1,671.0"	"15:00"	"+53.0"	"+3.28%"	"90,700"
"ＳＹＳホールディングス"	"3988"	"ＪＱ"	"▼"	"885.0"	"15:00"	"-15.0"	"-1.67%"	"2,000"
"シェアリングテクノロジー"	"3989"	"東マ"	"▼"	"1,197.0"	"15:00"	"+42.0"	"+3.64%"	"179,900"
"ＵＵＵＭ"	"3990"	"東マ"	"▼"	"4,570.0"	"15:00"	"+75.0"	"+1.67%"	"463,100"
"ウォンテッドリー"	"3991"	"東マ"	"▲"	"4,200.0"	"15:00"	"-30.0"	"-0.71%"	"30,900"
"ニーズウェル"	"3992"	"東２"	"▲"	"641.0"	"15:00"	"+2.0"	"+0.31%"	"11,600"
"ＰＫＳＨＡＴＥＣＨＮＯＬＯＧＹ"	"3993"	"東マ"	"▲"	"6,270.0"	"15:00"	"+60.0"	"+0.97%"	"82,300"
"マネーフォワード"	"3994"	"東マ"	"▼"	"4,545.0"	"15:00"	"-5.0"	"-0.11%"	"214,200"
"ＳＫＩＹＡＫＩ"	"3995"	"東マ"	"▼"	"890.0"	"15:00"	"-38.0"	"-4.09%"	"217,300"
"サインポスト"	"3996"	"東マ"	"▼"	"3,115.0"	"15:00"	"+35.0"	"+1.14%"	"62,900"
"トレードワークス"	"3997"	"ＪＱ"	"▲"	"1,470.0"	"15:00"	"+9.0"	"+0.62%"	"6,800"
"すららネット"	"3998"	"東マ"	"▼"	"3,505.0"	"15:00"	"+35.0"	"+1.01%"	"14,800"
"ナレッジスイート"	"3999"	"東マ"	"▲"	"1,007.0"	"15:00"	"+10.0"	"+1.00%"	"2,000"
"昭和電工"	"4004"	"東１"	"▲"	"3,765.0"	"15:00"	"-100.0"	"-2.59%"	"3,262,900"
"住友化学"	"4005"	"東１"	"▼"	"552.0"	"15:00"	"+9.0"	"+1.66%"	"9,332,600"
"住友精化"	"4008"	"東１"	"▼"	"4,305.0"	"15:00"	"+35.0"	"+0.82%"	"18,800"
"日産化学"	"4021"	"東１"	"▲"	"4,930.0"	"15:00"	"-70.0"	"-1.40%"	"787,800"
"ラサ工業"	"4022"	"東１"	"▲"	"1,554.0"	"15:00"	"0.0"	"0.00%"	"146,100"
